id,brand,model,ref,title,price,currency,condition,seller,url,imageUrl,postedAt,scrapedAt
"wc-wc-aHR0cHM6Ly93","","","ST25644","Audemars Piguet Huitième",10490,"USD","","","https://www.watchcrunch.com/shop/audemars-piguet/huitieme/ref-st25644-240081336840389","https://img.watchcrunch.com/wR3GJfeSJf8OSKCycABsjk598ldVIVm6XqAAz5Iqef0/w:223/h:223/rt:fit/g:ce:0:0/dpr:3/aW1nOi8vMjAyNi8wOS8xMC93VGFqbHJkb3RINnF0RGhhV0hxRy8wVnhvNWZhZ2FITXJtMzlZdVRHVzVXVmdSdTZUZEtkZUE4UVFIYjFOLmpwZw.jpg","","2026-09-10T16:54:23.698Z"
